Ticker,Industry,Derived Industry,Environment score,Social score,Governance score,Percentile,Controversy,Adult entertainment - negative,Firearms,Animal welfare,Nuclear power,Alcohol,Tobacco,Gambling,Palm oil,Controversial weapons,Fur leather,Gmo,Catholic,Coal,Pesticides,Military Contract,Beta
STX,Computer Hardware,No,1.6,7.9,5.8,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06
STXB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04
SUMR,Household & Personal Products,No,6.1,5.3,4,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.52
SUNS,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3
SUNW,Solar,No,,,,,,,,,,,,,,,,,,,,,2.8
SUPN,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.64
SURF,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.62
SUSB,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
SUSC,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
SUSL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
SVBI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79
SVC,REIT_Hotel & Motel,No,6.6,7.6,7.6,26,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.95
SVMK,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
SVRA,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.35
SVVC,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.28
SWAV,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,NaN
SWIR,Communication Equipment,No,3.5,9.5,7.8,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.92
SWKH,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.29
SWKS,Semiconductors,No,14.6,9.1,8.6,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25
SWTX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
SXTC,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NaN
SY,Health Information Services,No,0.1,12.9,6.9,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
SYBT,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8
SYBX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.03
SYKE,Information Technology Services,No,3.6,3.5,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84
SYNA,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02
SYNC,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82
SYNH,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.84
SYNL,Steel,No,13.2,14.2,6.7,68,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.41
SYPR,Auto Parts,No,6.7,10.5,7.5,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93
SYRS,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.62
TA,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.97
TACO,Restaurants,No,3.3,13,5.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.72
TACOW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TACT,Computer Hardware,No,3.2,10.4,6.4,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
TAIT,Electronics & Computer Distribution,No,3.7,3.3,3.9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.42
TANH,Household & Personal Products,No,6.1,5.3,4,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.37
TANNI,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TANNL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TANNZ,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TAOP,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.14
TARA,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TAST,Restaurants,No,3.3,13,5.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.37
TATT,Aerospace & Defense,No,,,,,,,,,,,,,,,,,,,,,0.89
TAYD,Specialty Industrial Machinery,No,9.1,15.8,8.1,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.14
TBBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.62
TBIO,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.49
TBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.21
TBLT,Tools & Accessories,No,9.4,15.2,6.6,59,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TBLTW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TBNK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62
TBPH,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.42
TC,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TCBI,Banks_Regional,,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.2
TCBIL,N/A,No,,,,,,,,,,,,,,,,,,,,,2.2
TCBIP,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.2
TCBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78
TCCO,Communication Equipment,No,3.5,9.5,7.8,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.99
TCDA,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.57
TCF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.81
TCFC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.74
TCFCP,N/A,,,,,,,,,,,,,,,,,,,,,,1.81
TCMD,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,1.94
TCOM,Travel Services,No,4.3,11.1,9.6,36,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.58
TCON,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.05
TCPC,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6
TCRD,Asset Management,No,2.2,12.3,10.8,38,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.57
TCRR,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TCX,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05
TDAC,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,-0.05
TDACW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TDIV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TEAM,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01
TECD,Electronics & Computer Distribution,No,3.7,3.3,3.9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TECH,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.14
TECTP,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77
TEDU,Education & Training Services,No,,,,,,,,,,,,,,,,,,,,,0.2
TELA,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,NaN
TELL,Oil & Gas E&P,No,21.3,11.2,8.2,83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.36
TENB,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TENX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.21
TER,Semiconductor Equipment & Materials,No,7.7,6.6,6.4,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.36
TERP,Utilities_Independent Power Producers,No,,,,,,,,,,,,,,,,,,,,,0.64
TESS,Communication Equipment,No,3.5,9.5,7.8,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.27
TEUM,Telecom Services,No,4.9,12.6,7.4,36,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.59
TFFP,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TFSL,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.36
TGA,Oil & Gas E&P,No,21.3,11.2,8.2,83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.52
TGEN,Building Products & Equipment,Yes,,,,,,,,,,,,,,,,,,,,,0.66
TGLS,Building Products & Equipment,No,,,,,,,,,,,,,,,,,,,,,1.36
TGTX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.46
TH,Oil & Gas Equipment & Services,No,,,,,,,,,,,,,,,,,,,,,NaN
THBR,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THBRU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THBRW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
THCA,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THCAU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THCAW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
THCB,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THCBU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
THCBW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
THFF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88
THMO,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,3.38
THOR,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
THRM,Auto Parts,No,6.7,10.5,7.5,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.41
THTX,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NaN
THWWW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TIBR,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TIBRU,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TIBRW,N/A,,,,,,,,,,,,,,,,,,,,,,
TIGO,Telecom Services,No,4.9,12.6,7.4,36,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71
TIGR,Capital Markets,No,1.8,11.7,13.9,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TILE,Furnishings, Fixtures & Appliances,,,,,,,,,,,,,,,,,,,,,1.84
TIPT,Insurance_Specialty,No,,,,,,,,,,,,,,,,,,,,,0.57
TITN,Industrial Distribution,No,7.2,7.8,7.1,27,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.95
TIVO,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TKKS,N/A,,,,,,,,,,,,,,,,,,,,,,
TKKSR,N/A,,,,,,,,,,,,,,,,,,,,,,
TKKSW,N/A,,,,,,,,,,,,,,,,,,,,,,
TLC,N/A,,,,,,,,,,,,,,,,,,,,,,0.98
TLF,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02
TLGT,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.94
TLND,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88
TLRY,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NaN
TLSA,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25
TLT,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TMDI,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,4.37
TMDX,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,NaN
TMSR,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TMUS,Telecom Services,No,4.9,12.6,7.4,36,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3
TNAV,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25
TNDM,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,0.56
TNXP,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.28
TOCA,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TOPS,Marine Shipping,No,,,,,,,,,,,,,,,,,,,,,0.16
TORC,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.59
TOTA,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
TOTAR,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TOTAU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
TOTAW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TOUR,Travel Services,No,3.9,9.4,6.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.53
TOWN,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.18
TPCO,Publishing,No,,,,,,,,,,,,,,,,,,,,,1.51
TPIC,Specialty Industrial Machinery,No,9.1,15.8,8.1,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.62
TPTX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TQQQ,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TRCH,Oil & Gas E&P,No,21.3,11.2,8.2,83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.9
TREE,Mortgage Finance,No,,,,,,,,,,,,,,,,,,,,,2.21
TRHC,Health Information Services,No,0.1,12.9,6.9,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15
TRIB,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.74
TRIL,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.19
TRIP,Travel Services,No,3.2,10.6,6.8,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.31
TRMB,Scientific & Technical Instruments,No,2,4.7,5.2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.68
TRMD,Oil & Gas Midstream,No,,,,,,,,,,,,,,,,,,,,,0.14
TRMK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09
TRMT,REIT_Mortgage,No,,,,,,,,,,,,,,,,,,,,,1.63
TRNS,Industrial Distribution,No,7.2,7.8,7.1,27,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.68
TRNX,Oil & Gas Integrated,No,,,,,,,,,,,,,,,,,,,,,0.45
TROV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
TROW,Asset Management,No,3,11.8,8.6,31,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.16
TRPX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
TRS,Specialty Industrial Machinery,No,9.1,15.8,8.1,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02
TRST,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.24
1,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
TRUP,Insurance_Specialty,No,,,,,,,,,,,,,,,,,,,,,1.55
TRVG,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.35
TRVI,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
